Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12021,Crimson Sea 2,PS2,2004,Action,Tecmo Koei,$0.0,$0.0,$0.0,$0.0,$0.1
12022,The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015,Role-Playing,Kadokawa Shoten,$0.0,$0.0,$0.1,$0.0,$0.1
12023,Pizza Delivery Boy,Wii,2010,Simulation,Majesco Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12024,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,2013,Action,FuRyu,$0.0,$0.0,$0.1,$0.0,$0.1
12025,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,2008,Adventure,Alchemist,$0.0,$0.0,$0.1,$0.0,$0.1
12026,IA/VT Colorful,PSV,2015,Misc,Marvelous Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
12027,AMF Bowling Pinbusters!,DS,2008,Sports,Vir2L Studios,$0.1,$0.0,$0.0,$0.0,$0.1
12028,Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12029,Alpha and Omega,DS,2010,Action,Unknown,$0.1,$0.0,$0.0,$0.0,$0.1
12030,Port Royale 3,PS3,N/A,Simulation,Kalypso Media,$0.1,$0.0,$0.0,$0.0,$0.1
12031,RayStorm,PS,1997,Shooter,Sony Computer Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12032,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GC,2005,Platform,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12033,Jake Power: Handyman,DS,2008,Adventure,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12034,My Dress-Up,DS,2008,Misc,Oxygen Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
12035,Circuit Breakers,PS,1998,Racing,Mindscape,$0.0,$0.0,$0.0,$0.0,$0.1
12036,Trick DS-han: Kakushi Kami no Sumukan,DS,2010,Misc,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
12037,Catwoman,GC,2004,Action,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
12038,Colosseum: Road to Freedom,PS2,2005,Role-Playing,Tecmo Koei,$0.0,$0.0,$0.0,$0.0,$0.1
12039,Ultimate Board Game Collection,PSP,2007,Misc,Xplosiv,$0.1,$0.0,$0.0,$0.0,$0.1
12040,Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12041,BeatMania,PS2,2006,Simulation,Konami Digital Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12042,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006,Action,Banpresto,$0.0,$0.0,$0.1,$0.0,$0.1
12043,Sprint Cars: Road to Knoxville,PS2,2005,Racing,THQ,$0.0,$0.0,$0.0,$0.0,$0.1
12044,Shrek's Carnival Craze Party Games,PS2,2008,Misc,Activision,$0.0,$0.0,$0.0,$0.0,$0.1
12045,Real Time Conflict: Shogun Empires,DS,2005,Strategy,Namco Bandai Games,$0.1,$0.0,$0.0,$0.0,$0.1
12046,Dream Dance & Cheer,Wii,2009,Misc,Zoo Games,$0.1,$0.0,$0.0,$0.0,$0.1
12047,Silpheed: The Lost Planet,PS2,2000,Shooter,Swing! Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12048,Enemy Front,PS3,2014,Shooter,City Interactive,$0.0,$0.1,$0.0,$0.0,$0.1
12049,Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,$0.0,$0.0,$0.0,$0.0,$0.1
12050,Billy's Boot Camp: Wii de Enjoy Diet!,Wii,2011,Sports,Rocket Company,$0.0,$0.0,$0.1,$0.0,$0.1
12051,Spartan: Total Warrior,GC,2005,Action,Sega,$0.1,$0.0,$0.0,$0.0,$0.1
12052,Pitfall: The Lost Expedition,XB,2004,Platform,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
12053,Fantastic Four,PS,1997,Action,Acclaim Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12054,Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,2007,Adventure,Alchemist,$0.0,$0.0,$0.1,$0.0,$0.1
12055,Tournament of Legends,Wii,2010,Fighting,Sega,$0.0,$0.0,$0.0,$0.0,$0.1
12056,Xbox Live Arcade Unplugged Volume 1,X360,2006,Misc,Microsoft Game Studios,$0.1,$0.0,$0.0,$0.0,$0.1
12057,River City Ransom EX,GBA,2004,Action,Atlus,$0.1,$0.0,$0.0,$0.0,$0.1
12058,San Goku Shi Taisen Ten,DS,2008,Strategy,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
12059,Generator Rex: Agent of Providence,DS,2011,Action,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
12060,Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,$0.0,$0.0,$0.0,$0.0,$0.1
12061,Fairy Tail: Zelef Kakusei,PSP,2012,Action,Unknown,$0.0,$0.0,$0.1,$0.0,$0.1
12062,Strike Point,PS,1996,Simulation,Elite,$0.0,$0.0,$0.0,$0.0,$0.1
12063,Crazy Taxi 2,DC,2001,Racing,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
12064,Dragon Slayer: The Legend of Heroes,SNES,1992,Role-Playing,Epoch,$0.0,$0.0,$0.1,$0.0,$0.1
12065,Tank! Tank! Tank!,WiiU,2012,Action,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
12066,My Horse & Me: Riding for Gold,DS,2008,Sports,Atari,$0.1,$0.0,$0.0,$0.0,$0.1
12067,Street Fighter II': Special Champion Edition (JP weekly sales),GEN,1993,Action,Capcom,$0.0,$0.0,$0.1,$0.0,$0.1
12068,Command & Conquer 3: Tiberium Wars,PC,2007,Strategy,Electronic Arts,$0.0,$0.1,$0.0,$0.0,$0.1
12069,Tom and Jerry in War of the Whiskers,GC,2003,Fighting,NewKidCo,$0.1,$0.0,$0.0,$0.0,$0.1
12070,Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010,Role-Playing,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
12071,Famicom Mini: Wrecking Crew,GBA,2004,Puzzle,Nintendo,$0.0,$0.0,$0.1,$0.0,$0.1
12072,Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,2014,Action,Nippon Columbia,$0.0,$0.0,$0.1,$0.0,$0.1
12073,Divinity: Original Sin,XOne,2015,Role-Playing,Focus Home Interactive,$0.0,$0.0,$0.0,$0.0,$0.1
12074,Suzumiya Haruhi no Gekidou,Wii,2009,Adventure,Kadokawa Shoten,$0.0,$0.0,$0.1,$0.0,$0.1
12075,Classic Action: Devilish,DS,2005,Misc,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
12076,Jackass the Game DS,DS,2008,Action,Empire Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
12077,Space Hulk: Vengeance of the Blood Angels,PS,1995,Shooter,Electronic Arts,$0.0,$0.0,$0.0,$0.0,$0.1
12078,Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12079,Robot Alchemic Drive,PS2,2002,Action,Enix Corporation,$0.0,$0.0,$0.0,$0.0,$0.1
12080,Motor Toon Grand Prix (Japan),PS,1994,Racing,Sony Computer Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
12081,Dino Master: Dig Discover Duel,DS,2005,Strategy,Majesco Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12082,Ken to Mahou to Gakuen Mono. 3,PS3,2010,Role-Playing,Acquire,$0.0,$0.0,$0.1,$0.0,$0.1
12083,Hikaru no Go: Heian Gensou Ibunroku,PS,2002,Adventure,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
12084,Godzilla (2014),PS3,2014,Action,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
12085,Dynasty Warriors DS: Fighter's Battle,DS,2007,Action,Tecmo Koei,$0.0,$0.0,$0.0,$0.0,$0.1
12086,Samurai Shodown,NG,1993,Fighting,SNK,$0.0,$0.0,$0.1,$0.0,$0.1
12087,OverBlood 2,PS,1998,Action,Evolution Games,$0.0,$0.0,$0.1,$0.0,$0.1
12088,Fighter Maker 2,PS2,2002,Fighting,Enterbrain,$0.0,$0.0,$0.0,$0.0,$0.1
12089,Lifeline,PS2,2003,Adventure,Sony Computer Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12090,Dragon Valor,PS,1999,Role-Playing,Sony Computer Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12091,Judie no Atelier: Guramnat no Renkinjutsushi,PS2,2002,Role-Playing,Gust,$0.0,$0.0,$0.1,$0.0,$0.1
12092,NHL 2005,GC,2004,Sports,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
12093,Midway Arcade Treasures 3,GC,2005,Misc,Midway Games,$0.1,$0.0,$0.0,$0.0,$0.1
12094,Moshi Monsters: Katsuma Unleashed,3DS,2013,Action,Activision,$0.0,$0.0,$0.0,$0.0,$0.1
12095,Firefighter F.D.18,PS2,2004,Action,Konami Digital Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12096,Resident Evil 5,PC,2009,Action,Capcom,$0.0,$0.0,$0.0,$0.0,$0.1
12097,Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,$0.1,$0.0,$0.0,$0.0,$0.1
12098,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,DS,2008,Adventure,Tecmo Koei,$0.0,$0.0,$0.1,$0.0,$0.1
12099,Pro Yaky? Spirits 2014,PSV,2014,Sports,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
12100,Mega Man X4,SAT,1997,Action,Capcom,$0.0,$0.0,$0.1,$0.0,$0.1
12101,Family Trainer: Treasure Adventure,Wii,2010,Sports,Namco Bandai Games,$0.0,$0.1,$0.0,$0.0,$0.1
12102,GRID 2,PC,2013,Racing,Codemasters,$0.0,$0.1,$0.0,$0.0,$0.1
12103,Power Pro GB,GB,1998,Sports,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
12104,Sudoku Fever,GBA,2006,Puzzle,Take-Two Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
12105,Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,$0.0,$0.1,$0.0,$0.0,$0.1
12106,The Putter Golf,PS,2001,Sports,D3Publisher,$0.0,$0.0,$0.0,$0.0,$0.1
12107,Monster High: New Ghoul in School,PS3,2015,Action,Little Orbit,$0.0,$0.1,$0.0,$0.0,$0.1
12108,The Powerpuff Girls: Relish Rampage,GC,2002,Action,BAM! Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12109,Super Real Mahjong Graffiti,SAT,1995,Misc,Seta Corporation,$0.0,$0.0,$0.1,$0.0,$0.1
12110,Alan Wake,PC,2012,Action,Nordic Games,$0.0,$0.1,$0.0,$0.0,$0.1
12111,Ninja Warriors,SNES,1993,Action,Titus,$0.0,$0.0,$0.1,$0.0,$0.1
12112,Army Men: RTS,GC,2004,Strategy,Global Star,$0.1,$0.0,$0.0,$0.0,$0.1
12113,Zettai Onkan Otoda Master,DS,2007,Role-Playing,Hudson Soft,$0.0,$0.0,$0.1,$0.0,$0.1
12114,Basketball Hall of Fame Ultimate Hoops Challenge,Wii,2010,Sports,Zoo Games,$0.1,$0.0,$0.0,$0.0,$0.1
12115,Dragoneer's Aria,PSP,2007,Role-Playing,Tecmo Koei,$0.0,$0.0,$0.1,$0.0,$0.1
12116,TigerShark,PS,1997,Simulation,GT Interactive,$0.0,$0.0,$0.0,$0.0,$0.1
12117,Lost Heroes 2,3DS,2015,Action,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
12118,Norse by Norsewest: The Return of the Lost Vikings,PS,1997,Action,Interplay,$0.0,$0.0,$0.0,$0.0,$0.1
12119,Just Dance: Disney Party 2,XOne,2015,Action,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12120,N+,DS,2007,Platform,Atari,$0.1,$0.0,$0.0,$0.0,$0.1
12121,Sega Soccer Slam,GC,2002,Sports,Sega,$0.1,$0.0,$0.0,$0.0,$0.1
12122,Obscure,PS2,2004,Adventure,Microids,$0.0,$0.0,$0.0,$0.0,$0.1
12123,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,2008,Role-Playing,Takara Tomy,$0.0,$0.0,$0.1,$0.0,$0.1
12124,Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007,Action,Kadokawa Shoten,$0.0,$0.0,$0.1,$0.0,$0.1
12125,Mario Tennis,Wii,2010,Sports,Nintendo,$0.0,$0.1,$0.0,$0.0,$0.1
12126,Cartoon Network: Punch Time Explosion XL,PS3,2011,Fighting,Crave Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12127,DefCon 5,PS,1995,Shooter,Psygnosis,$0.0,$0.0,$0.0,$0.0,$0.1
12128,Lost in Blue 2,DS,2007,Adventure,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
12129,Build-A-Bear Workshop: Friendship Valley,Wii,N/A,Misc,Unknown,$0.1,$0.0,$0.0,$0.0,$0.1
12130,Secret Service: Ultimate Sacrifice,PS2,2008,Action,Activision,$0.0,$0.0,$0.0,$0.0,$0.1
12131,Alex Rider: Stormbreaker,DS,N/A,Action,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
12132,Deep Labyrinth,DS,2006,Action,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
12133,Tropix,DS,2008,Puzzle,Capcom,$0.1,$0.0,$0.0,$0.0,$0.1
12134,Nichibeikan Pro Yakyuu: Final League,PS2,2002,Sports,SquareSoft,$0.0,$0.0,$0.1,$0.0,$0.1
12135,Resident Evil 6,PS4,2016,Shooter,Capcom,$0.1,$0.0,$0.0,$0.0,$0.1
12136,Hammerin' Hero,PSP,2008,Action,Irem Software Engineering,$0.1,$0.0,$0.0,$0.0,$0.1
12137,Yoostar on MTV,X360,N/A,Misc,Unknown,$0.1,$0.0,$0.0,$0.0,$0.1
12138,Spawn: Armageddon,GC,2003,Action,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
12139,God Hand,PS2,2006,Action,Capcom,$0.0,$0.0,$0.1,$0.0,$0.1
12140,Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,2006,Action,505 Games,$0.0,$0.0,$0.1,$0.0,$0.1
12141,Challenge Me: Brain Puzzles 2,Wii,2010,Puzzle,O-Games,$0.0,$0.1,$0.0,$0.0,$0.1
12142,The Tale of Despereaux,DS,2008,Platform,Brash Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12143,Legends of Wrestling II,GBA,2002,Fighting,Acclaim Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12144,Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
12145,Fatal Fury: Battle Archives Volume 2,PS2,2007,Fighting,SNK Playmore,$0.0,$0.0,$0.0,$0.0,$0.1
12146,Jurassic Park: Operation Genesis,XB,2003,Simulation,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12147,Transformer: Rise of the Dark Spark (3DS),3DS,2014,Role-Playing,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
12148,Freddi Fish: Kelp Seed Mystery,Wii,2008,Adventure,Majesco Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12149,Ragnarok: Hikari to Yami no Koujo,PSP,2011,Role-Playing,GungHo,$0.0,$0.0,$0.1,$0.0,$0.1
12150,FIFA Soccer 06,GBA,2005,Sports,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
12151,RedCard 20-03,PS2,2002,Sports,Midway Games,$0.0,$0.0,$0.0,$0.0,$0.1
12152,James Bond 007: Blood Stone,DS,2010,Shooter,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
12153,Imagine: Gymnast,DS,2008,Simulation,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12154,Kanji Sonomama DS Rakubiki Jiten,DS,2006,Misc,Nintendo,$0.0,$0.0,$0.1,$0.0,$0.1
12155,Future Tactics: The Uprising,PS2,2004,Strategy,Crave Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12156,Driver: Parallel Lines,XB,2006,Racing,Atari,$0.1,$0.0,$0.0,$0.0,$0.1
12157,Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,$0.0,$0.1,$0.0,$0.0,$0.1
12158,Pipe Mania,PSP,2008,Puzzle,Empire Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
12159,everGirl,GBA,2005,Adventure,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
12160,Heroes Phantasia,PSP,2012,Role-Playing,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
12161,Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12162,Jewels of the Ages,DS,2011,Puzzle,City Interactive,$0.0,$0.0,$0.0,$0.0,$0.1
12163,The Book of Unwritten Tales 2,PS4,2015,Adventure,Nordic Games,$0.0,$0.1,$0.0,$0.0,$0.1
12164,Batman: Rise of Sin Tzu,GBA,2003,Action,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12165,Chuugaku Eitango Target 1800 DS,DS,2006,Misc,IE Institute,$0.0,$0.0,$0.1,$0.0,$0.1
12166,Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015,Action,FuRyu,$0.0,$0.0,$0.1,$0.0,$0.1
12167,World Racing,XB,2003,Racing,TDK Mediactive,$0.1,$0.0,$0.0,$0.0,$0.1
12168,Major League Baseball 2K10,PSP,2010,Sports,Take-Two Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
12169,Penguins of Madagascar,3DS,2014,Action,Namco Bandai Games,$0.0,$0.1,$0.0,$0.0,$0.1
12170,Disney's Party,GBA,2003,Misc,Hudson Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12171,Rapala Pro Bass Fishing 2010,PSP,2010,Sports,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
12172,X-Men: The Official Game,GBA,2006,Action,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
12173,Dreamer Series: Pop Star,DS,2009,Misc,Tivola,$0.0,$0.0,$0.0,$0.0,$0.1
12174,Card Games,PS,2000,Misc,D3Publisher,$0.0,$0.0,$0.0,$0.0,$0.1
12175,My Amusement Park,DS,2010,Misc,Scholastic Inc.,$0.1,$0.0,$0.0,$0.0,$0.1
12176,Mega Man: Battle & Chase,PS,1997,Racing,Capcom,$0.0,$0.0,$0.1,$0.0,$0.1
12177,Winning Post 7 2010,PS3,2010,Sports,Tecmo Koei,$0.0,$0.0,$0.1,$0.0,$0.1
12178,R-Type Command,PSP,2007,Strategy,Rising Star Games,$0.1,$0.0,$0.0,$0.0,$0.1
12179,Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,$0.0,$0.1,$0.0,$0.0,$0.1
12180,Destrega,PS,1998,Fighting,Sony Computer Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12181,Dungeon Maker II: The Hidden War,PSP,2007,Role-Playing,Global A Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12182,The Final Round,PS,1996,Sports,Konami Digital Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12183,Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011,Strategy,Tecmo Koei,$0.0,$0.0,$0.1,$0.0,$0.1
12184,Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
12185,MAPLUS: Portable Navi,PSP,2006,Misc,Edia,$0.0,$0.0,$0.1,$0.0,$0.1
12186,Rayman Arena,XB,N/A,Racing,Unknown,$0.1,$0.0,$0.0,$0.0,$0.1
12187,Brain Quest: Grades 3 & 4,DS,2008,Misc,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
12188,Petz: Hamsterz Bunch,PSP,2009,Simulation,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12189,The King of Fighters 02/03,PS2,2005,Fighting,SNK,$0.0,$0.0,$0.0,$0.0,$0.1
12190,Kamen Rider: Dragon Knight,Wii,2009,Fighting,D3Publisher,$0.1,$0.0,$0.0,$0.0,$0.1
12191,Army Men: Green Rogue,PS,2001,Action,3DO,$0.0,$0.0,$0.0,$0.0,$0.1
12192,Centipede / Breakout / Warlords,GBA,2005,Misc,Zoo Digital Publishing,$0.1,$0.0,$0.0,$0.0,$0.1
12193,Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010,Adventure,5pb,$0.0,$0.0,$0.1,$0.0,$0.1
12194,Sly 2: Band of Thieves,PS3,2010,Platform,Sony Computer Entertainment,$0.0,$0.1,$0.0,$0.0,$0.1
12195,Hyperdimension Neptunia Victory,PSV,2014,Role-Playing,Compile Heart,$0.0,$0.0,$0.1,$0.0,$0.1
12196,Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,$0.0,$0.0,$0.0,$0.0,$0.1
12197,Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007,Role-Playing,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
12198,SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,$0.0,$0.1,$0.0,$0.0,$0.1
12199,Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,$0.0,$0.0,$0.1,$0.0,$0.1
12200,Cabela's Big Game Hunter 2005 Adventures,GC,2004,Sports,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
12201,Worms 3D,GC,2003,Strategy,Sega,$0.1,$0.0,$0.0,$0.0,$0.1
12202,Fantasy Aquarium World,Wii,2009,Simulation,Destineer,$0.1,$0.0,$0.0,$0.0,$0.1
12203,Monster Tale,DS,2011,Platform,Majesco Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12204,Tokobot,PSP,2005,Platform,Take-Two Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
12205,TRON: Evolution,PC,2010,Action,Disney Interactive Studios,$0.1,$0.0,$0.0,$0.0,$0.1
12206,Gambler Densetsu Tetsuya,PS2,2001,Adventure,Athena,$0.0,$0.0,$0.1,$0.0,$0.1
12207,The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,$0.0,$0.0,$0.1,$0.0,$0.1
12208,Bleach: Hanatareshi Yabou,PS2,2006,Role-Playing,Sony Computer Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
12209,Karaoke Revolution Party,XB,2005,Misc,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12210,Cold Stone Creamery: Scoop It Up,Wii,2009,Misc,Zoo Games,$0.1,$0.0,$0.0,$0.0,$0.1
12211,Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,2006,Adventure,Aria,$0.0,$0.0,$0.1,$0.0,$0.1
12212,Pandemonium 2,PS,1997,Platform,BMG Interactive Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12213,MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,$0.0,$0.1,$0.0,$0.0,$0.1
12214,National Geographic Challenge!,X360,N/A,Misc,Unknown,$0.1,$0.0,$0.0,$0.0,$0.1
12215,Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,Avalon Interactive,$0.0,$0.0,$0.0,$0.0,$0.1
12216,Touch 'N' Play Collection,DS,2010,Misc,O-Games,$0.0,$0.0,$0.0,$0.0,$0.1
12217,Mayhem 3D,X360,2011,Racing,Evolved Games,$0.1,$0.0,$0.0,$0.0,$0.1
12218,One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,$0.0,$0.0,$0.0,$0.0,$0.1
12219,Parlor! Mini 2,SNES,1996,Misc,Nippon Telenet,$0.0,$0.0,$0.1,$0.0,$0.1
12220,Gundam Try Age SP,3DS,2014,Strategy,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
12221,Top Gun,PS3,2011,Simulation,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
12222,Gunstar Super Heroes,GBA,2005,Shooter,Sega,$0.1,$0.0,$0.0,$0.0,$0.1
12223,Insecticide,DS,2008,Action,Gamecock,$0.1,$0.0,$0.0,$0.0,$0.1
12224,C: The Contra Adventure,PS,1998,Shooter,Konami Digital Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12225,Interactive Storybook DS Series 1,DS,2007,Misc,Tommo,$0.1,$0.0,$0.0,$0.0,$0.1
12226,Frogger Advance: The Great Quest,GBA,2002,Action,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12227,Worms Forts: Under Siege,XB,2004,Strategy,Sega,$0.1,$0.0,$0.0,$0.0,$0.1
12228,Dream C Club,X360,2009,Simulation,D3Publisher,$0.0,$0.0,$0.1,$0.0,$0.1
12229,Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,$0.0,$0.1,$0.0,$0.0,$0.1
12230,Disney Infinity,PSV,2013,Action,Disney Interactive Studios,$0.1,$0.0,$0.0,$0.0,$0.1
12231,Pocky & Rocky with Becky,GBA,2001,Shooter,Altron,$0.1,$0.0,$0.0,$0.0,$0.1
12232,Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,THQ,$0.0,$0.0,$0.0,$0.0,$0.1
12233,Streets of Rage 3,GEN,1993,Action,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
12234,Chocolatier,DS,2010,Misc,Zoo Games,$0.1,$0.0,$0.0,$0.0,$0.1
12235,Cosmos Chaos!,DS,2010,Misc,Mentor Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
12236,Lego Star Wars: The Force Awakens,3DS,2016,Action,Warner Bros. Interactive Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12237,12-Sai. Honto no Kimochi,3DS,2014,Adventure,Happinet,$0.0,$0.0,$0.1,$0.0,$0.1
12238,"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
12239,Hasbro Family Game Night Fun Pack,X360,2011,Misc,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
12240,Port Royale 3,X360,N/A,Simulation,Kalypso Media,$0.1,$0.0,$0.0,$0.0,$0.1
12241,Pro Yaky? Spirits 4,PS3,2007,Sports,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
12242,Speed Racer,PS,1996,Racing,Tomy Corporation,$0.0,$0.0,$0.0,$0.0,$0.1
12243,NHL Hitz Pro,XB,2003,Sports,Midway Games,$0.1,$0.0,$0.0,$0.0,$0.1
12244,Walt Disney Pictures Presents Enchanted,DS,2007,Platform,Disney Interactive Studios,$0.0,$0.0,$0.0,$0.0,$0.1
12245,Cardfight!! Vanguard: Lock On Victory!!,3DS,2014,Misc,FuRyu,$0.0,$0.0,$0.1,$0.0,$0.1
12246,Jewel Quest IV: Heritage,DS,2011,Puzzle,iWin,$0.0,$0.1,$0.0,$0.0,$0.1
12247,Atelier Meruru: Alchemist of Arland 3,PSV,2013,Role-Playing,Gust,$0.0,$0.0,$0.1,$0.0,$0.1
12248,Hot Wheels: Burnin' Rubber,GBA,2001,Racing,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
12249,Ojyousama Express,PS,1998,Strategy,Media Works,$0.0,$0.0,$0.1,$0.0,$0.1
