rank_number,game_name,Platform,year_realse,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2796,FIFA: Road to World Cup 98,PS,1997,Sports,Electronic Arts,0.1,0.1,0.5,0.1,0.7
2832,Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,Square Enix,0.3,0.2,0.1,0.1,0.7
2854,Catherine,PS3,2011,Adventure,Deep Silver,0.3,0.2,0.2,0.1,0.7
2864,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,2015,Action,Square Enix,0.2,0.1,0.4,0.1,0.7
2867,Resident Evil: Survivor,PS,2000,Action,Eidos Interactive,0.2,0.2,0.3,0.1,0.7
2877,Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,Square Enix,0.3,0.3,0.1,0.1,0.7
2887,Blast Corps,N64,1997,Action,Nintendo,0.4,0.1,0.2,0.1,0.7
2892,Battle Arena Toshinden 2,PS,1995,Fighting,Sony Computer Entertainment,0.2,0.1,0.4,0.1,0.7
2907,Infinite Undiscovery,X360,2008,Role-Playing,Square Enix,0.3,0.2,0.1,0.1,0.7
2935,Metal Gear Solid V: The Phantom Pain,PS3,2015,Action,Konami Digital Entertainment,0.2,0.2,0.2,0.1,0.7
2944,The LEGO Movie Videogame,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.3,0.3,0.1,0.1,0.7
2969,The Last Remnant,X360,2008,Role-Playing,Square Enix,0.3,0.2,0.2,0.1,0.7
2988,Hot Shots Golf: Open Tee 2,PSP,2007,Sports,Sony Computer Entertainment,0.2,0.1,0.3,0.1,0.7
3002,Tourist Trophy: The Real Riding Simulator,PS2,2006,Racing,Sony Computer Entertainment,0.3,0.2,0.1,0.1,0.7
3004,.hack//Mutation Part 2,PS2,2002,Role-Playing,Atari,0.2,0.2,0.2,0.1,0.7
3013,Lollipop Chainsaw,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.3,0.2,0.1,0.1,0.7
3025,Armored Core 3,PS2,2002,Simulation,Metro 3D,0.2,0.2,0.2,0.1,0.7
3049,Borderlands: The Pre-Sequel,PS3,2014,Shooter,Take-Two Interactive,0.3,0.3,0.1,0.1,0.7
3085,Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0.2,0.1,0.3,0.1,0.7
3102,Radiata Stories,PS2,2005,Role-Playing,Square Enix,0.2,0.1,0.3,0.1,0.7
3118,Drakengard,PS2,2003,Role-Playing,Square Enix,0.2,0.2,0.3,0.1,0.7
3127,Dead or Alive 5,PS3,2012,Fighting,Tecmo Koei,0.2,0.2,0.2,0.1,0.7
3128,Star Ocean: First Departure,PSP,2007,Role-Playing,Square Enix,0.2,0.1,0.2,0.1,0.7
3130,Dragon Age: Inquisition,PS3,2014,Role-Playing,Electronic Arts,0.3,0.2,0.1,0.1,0.7
3148,Lost Planet: Extreme Condition,PS3,2008,Shooter,Capcom,0.3,0.2,0.1,0.1,0.6
3165,NieR,PS3,2010,Role-Playing,Square Enix,0.2,0.2,0.2,0.1,0.6
3169,Gravity Rush,PSV,2012,Action,Sony Computer Entertainment,0.3,0.2,0.1,0.1,0.6
3171,White Knight Chronicles II,PS3,2010,Role-Playing,Sony Computer Entertainment,0.2,0.1,0.3,0.1,0.6
3180,Donkey Kong Barrel Blast,Wii,2007,Racing,Nintendo,0.2,0.3,0.1,0.1,0.6
3225,Shin Megami Tensei: Persona 3 FES,PS2,2007,Role-Playing,Tecmo Koei,0.2,0.2,0.2,0.1,0.6
3244,Vanquish,PS3,2010,Shooter,Sega,0.2,0.2,0.1,0.1,0.6
3247,Sacred 2: Fallen Angel,PS3,2009,Role-Playing,Deep Silver,0.2,0.2,0.1,0.1,0.6
3253,Pro Evolution Soccer 2015,PS3,2014,Sports,Konami Digital Entertainment,0.1,0.2,0.2,0.1,0.6
3256,Dead Island: Riptide,PS3,2013,Action,Deep Silver,0.3,0.2,0.1,0.1,0.6
3267,Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,Konami Digital Entertainment,0.1,0.1,0.3,0.1,0.6
3269,Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Fighting,Namco Bandai Games,0.3,0.2,0.1,0.1,0.6
3292,Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,0.1,0.1,0.3,0.1,0.6
3306,New Play Control! Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0.2,0.2,0.1,0.1,0.6
3337,Hot Shots Golf: World Invitational,PSV,2011,Sports,Sony Computer Entertainment,0.2,0.1,0.3,0.1,0.6
3398,Kane & Lynch 2: Dog Days,PS3,2010,Shooter,Square Enix,0.2,0.3,0.1,0.1,0.6
3407,2002 FIFA World Cup,PS2,2002,Sports,Electronic Arts,0.2,0.2,0.2,0.1,0.6
3430,Dark Souls II,PS4,2015,Role-Playing,Namco Bandai Games,0.2,0.2,0.1,0.1,0.6
3439,Mega Man X7,PS2,2003,Action,Capcom,0.2,0.2,0.1,0.1,0.6
3489,Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,Nippon Ichi Software,0.3,0.1,0.1,0.1,0.6
3490,BlazBlue: Calamity Trigger,PS3,2009,Fighting,PQube,0.4,0.1,0.1,0.1,0.6
3537,Pro Evolution Soccer 2012,PSP,2011,Action,Konami Digital Entertainment,0.1,0.1,0.3,0.1,0.6
3552,Resident Evil Outbreak File #2,PS2,2004,Action,Capcom,0.2,0.2,0.2,0.1,0.6
3559,Tom Clancy's HAWX,PS3,2009,Action,Ubisoft,0.2,0.2,0.1,0.1,0.6
3563,Odin Sphere,PS2,2007,Role-Playing,Square Enix,0.2,0.2,0.1,0.1,0.6
3598,Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,0.1,0.1,0.3,0.1,0.6
3617,Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,0.2,0.1,0.2,0.1,0.6
3630,Dragon Ball: XenoVerse,PS3,2015,Fighting,Namco Bandai Games,0.2,0.2,0.1,0.1,0.6
3651,Extermination,PS2,2001,Action,Sony Computer Entertainment,0.2,0.2,0.1,0.1,0.6
3672,Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,0.2,0.2,0.1,0.1,0.6
3688,Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,0.3,0.1,0.1,0.1,0.6
3713,Resident Evil: Revelations 2,PS4,2015,Action,Capcom,0.1,0.2,0.1,0.1,0.5
3723,Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,0.2,0.1,0.1,0.1,0.5
3730,Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,0.1,0.2,0.2,0.1,0.5
3765,Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,0.3,0.1,0.2,0.1,0.5
3766,Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,0.2,0.1,0.3,0.1,0.5
3839,Metal Gear Solid 2: Substance,PS2,2002,Action,Konami Digital Entertainment,0.2,0.1,0.2,0.1,0.5
3885,The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,0.1,0.1,0.3,0.1,0.5
3892,SoulCalibur: Broken Destiny,PSP,2009,Fighting,Namco Bandai Games,0.1,0.2,0.1,0.1,0.5
3895,Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,0.1,0.3,0.1,0.1,0.5
3943,Capcom Classics Collection,PS2,2005,Misc,Capcom,0.2,0.2,0.1,0.1,0.5
3960,Atelier Rorona: Alchemist of Arland,PS3,2009,Role-Playing,Nippon Ichi Software,0.2,0.1,0.1,0.1,0.5
3976,Bleach: Soul Resurreccion,PS3,2011,Fighting,Nippon Ichi Software,0.3,0.1,0.1,0.1,0.5
4053,Terraria,PS3,2013,Action,505 Games,0.1,0.3,0.1,0.1,0.5
4079,Battlefield: Hardline,PS3,2015,Shooter,Electronic Arts,0.1,0.2,0.1,0.1,0.5
4088,Metal Gear Solid HD Edition,PSV,2012,Action,Konami Digital Entertainment,0.2,0.2,0.1,0.1,0.5
4117,Harvest Moon 64,N64,1999,Simulation,Pack In Soft,0.3,0.1,0.1,0.1,0.5
4123,Two Worlds II,PS3,2011,Role-Playing,Unknown,0.3,0.1,0.1,0.1,0.5
4165,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.2,0.2,0.1,0.1,0.5
4188,Bomberman Hero,N64,1998,Platform,Nintendo,0.3,0.1,0.1,0.1,0.5
4240,Rygar: The Legendary Adventure,PS2,2002,Action,Wanadoo,0.2,0.2,0.1,0.1,0.5
4289,Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games,0.1,0.1,0.2,0.1,0.5
4299,Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,0.2,0.1,0.1,0.1,0.5
4309,Persona 4: Dancing All Night,PSV,2015,Misc,Nippon Ichi Software,0.1,0.1,0.2,0.1,0.5
4314,Tales of Hearts,PSV,2013,Role-Playing,Namco Bandai Games,0.2,0.1,0.1,0.1,0.5
4354,Pro Evolution Soccer 2016,PS3,2015,Sports,Konami Digital Entertainment,0.1,0.2,0.2,0.1,0.5
4357,PES 2009: Pro Evolution Soccer,Wii,2009,Sports,Konami Digital Entertainment,0.1,0.3,0.1,0.1,0.5
4363,One Piece: Pirate Warriors 3,PS4,2015,Action,Namco Bandai Games,0.1,0.2,0.1,0.1,0.5
4368,Eternal Sonata,PS3,2008,Role-Playing,Atari,0.2,0.1,0.1,0.1,0.5
4384,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Shooter,Sony Computer Entertainment,0.2,0.1,0.1,0.1,0.5
4443,Ninja Gaiden 3,PS3,2012,Action,Tecmo Koei,0.2,0.1,0.1,0.1,0.4
4463,Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009,Strategy,Konami Digital Entertainment,0.2,0.1,0.1,0.1,0.4
4490,Dragon Ball Z: Shin Budokai - Another Road,PSP,2007,Fighting,Atari,0.2,0.1,0.1,0.1,0.4
4534,Mischief Makers,N64,1997,Platform,Nintendo,0.3,0.1,0.1,0.1,0.4
4545,Zone of the Enders HD Collection,PS3,2012,Simulation,Konami Digital Entertainment,0.2,0.1,0.1,0.1,0.4
4649,Castlevania: Curse of Darkness,PS2,2005,Action,Konami Digital Entertainment,0.2,0.1,0.1,0.1,0.4
4684,Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,Nippon Ichi Software,0.1,0.1,0.2,0.1,0.4
4776,Asura's Wrath,PS3,2012,Action,Capcom,0.2,0.1,0.1,0.1,0.4
4788,Hatsune Miku: Project Diva F 2nd,PSV,2014,Misc,Sega,0.1,0.1,0.2,0.1,0.4
4987,Dragon's Crown,PSV,2013,Role-Playing,Nippon Ichi Software,0.2,0.1,0.1,0.1,0.4
5174,Resident Evil Zero,PS4,2016,Action,Capcom,0.1,0.2,0.1,0.1,0.4
5442,Operation Flashpoint: Red River,PS3,2011,Shooter,Codemasters,0.1,0.2,0.1,0.1,0.3
5504,Dragon Ball Z: Battle of Z,PS3,2014,Fighting,Namco Bandai Games,0.1,0.1,0.1,0.1,0.3
5828,One Piece: Unlimited World Red,PS3,2014,Action,Namco Bandai Games,0.1,0.1,0.1,0.1,0.3
,,,,,,  ,,,,
